 INFO 2019-03-19T12:16:54,196 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:56,303 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:56,303 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:56,403 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:56,403 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:56,404 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:56,504 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:56,504 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:56,504 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:56,604 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:56,604 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:56,604 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:56,704 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:56,704 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:56,704 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:56,804 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:56,804 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:56,804 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:56,904 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:56,904 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:56,904 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:57,004 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:57,004 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:57,004 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:57,104 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:57,105 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:57,105 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:57,205 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:57,205 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:57,205 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:57,305 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:57,305 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:57,305 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:57,405 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:57,405 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:57,405 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:57,505 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:57,505 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:57,505 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:57,605 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:57,605 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:57,605 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:57,705 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:57,705 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:57,705 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:57,806 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:57,806 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:57,806 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:57,906 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:57,906 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:57,906 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:58,006 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:58,006 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:58,006 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:58,106 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:58,106 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:58,106 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:58,206 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:58,206 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:58,206 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:58,306 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:58,306 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:58,306 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:58,406 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:58,407 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:58,407 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:58,507 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:58,507 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:58,507 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:58,607 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:58,607 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:58,607 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:58,707 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:58,707 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:58,707 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:58,807 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:58,807 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:58,807 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:58,907 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:58,907 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:58,907 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:59,007 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:59,008 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:59,008 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:59,108 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:59,108 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:59,108 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:59,208 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:59,208 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:59,208 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:59,308 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:59,308 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:59,308 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:59,408 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:59,408 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:59,408 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:59,508 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:59,508 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:59,508 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:59,608 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:59,608 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:59,608 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:59,709 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:59,709 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:59,709 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:59,809 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:59,809 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:59,809 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:16:59,909 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:16:59,909 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:16:59,909 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:00,009 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:00,009 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:00,009 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:00,109 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:00,109 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:00,109 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:00,209 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:00,209 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:00,209 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:00,309 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:00,309 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:00,309 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:00,410 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:00,410 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:00,410 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:00,510 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:00,510 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:00,510 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:00,610 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:00,610 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:00,610 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:00,710 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:00,710 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:00,710 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:00,810 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:00,810 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:00,810 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:00,910 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:00,910 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:00,910 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:01,011 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:01,011 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:01,011 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:01,111 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:01,111 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:01,111 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:01,211 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:01,211 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:01,211 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:01,311 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:01,311 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:01,311 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:01,411 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:01,411 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:01,411 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:01,511 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:01,511 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:01,511 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:01,611 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:01,612 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:01,612 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:01,712 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:01,712 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:01,712 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:01,812 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:01,812 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:01,812 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:01,912 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:01,912 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:01,912 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:02,012 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:02,012 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:02,012 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:02,112 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:02,112 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:02,112 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:02,212 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:02,212 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:02,212 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:02,313 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:02,313 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:02,313 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:02,413 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:02,413 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:02,413 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:02,513 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:02,513 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:02,513 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:02,613 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:02,614 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:02,614 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:02,714 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:02,714 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:02,714 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:02,814 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:02,814 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:02,814 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:02,914 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:02,914 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:02,914 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:03,014 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:03,014 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:03,014 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:03,114 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:03,114 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:03,114 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:03,214 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:03,214 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:03,214 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:03,314 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:03,315 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:03,315 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:03,415 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:03,415 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:03,415 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:03,515 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:03,515 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:03,515 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:03,615 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:03,615 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:03,615 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:03,715 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:03,715 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:03,715 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:03,815 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:03,815 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:03,815 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:03,915 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:03,915 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:03,915 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:04,016 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:04,016 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:04,016 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:17:04,116 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:17:04,116 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:17:04,116 [main][[]] rohit.B.ClazzB - ClazzB do
