 INFO 2019-03-19T12:13:15,932 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:16,846 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:16,846 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:16,846 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:16,946 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:16,946 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:16,946 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:17,046 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:17,046 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:17,046 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:17,147 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:17,147 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:17,147 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:17,247 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:17,247 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:17,247 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:17,347 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:17,347 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:17,347 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:17,447 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:17,447 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:17,447 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:17,547 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:17,547 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:17,547 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:17,647 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:17,648 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:17,648 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:17,748 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:17,748 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:17,748 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:17,848 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:17,848 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:17,848 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:17,948 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:17,948 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:17,948 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:18,048 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:18,048 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:18,048 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:18,148 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:18,149 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:18,149 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:18,249 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:18,249 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:18,249 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:18,349 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:18,349 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:18,349 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:18,449 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:18,449 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:18,449 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:18,549 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:18,549 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:18,549 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:18,649 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:18,649 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:18,649 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:18,749 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:18,749 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:18,749 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:18,850 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:18,850 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:18,850 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:18,950 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:18,950 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:18,950 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:19,050 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:19,050 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:19,050 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:19,150 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:19,150 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:19,150 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:19,251 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:19,251 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:19,251 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:19,351 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:19,351 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:19,351 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:19,451 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:19,451 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:19,451 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:19,551 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:19,551 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:19,551 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:19,651 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:19,651 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:19,651 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:19,751 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:19,751 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:19,751 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:19,852 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:19,852 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:19,852 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:19,952 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:19,952 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:19,952 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:20,052 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:20,052 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:20,052 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:20,152 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:20,152 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:20,152 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:20,252 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:20,252 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:20,252 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:20,353 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:20,353 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:20,353 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:20,453 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:20,453 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:20,453 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:20,553 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:20,553 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:20,553 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:20,653 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:20,653 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:20,653 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:20,753 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:20,753 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:20,753 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:20,853 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:20,853 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:20,853 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:20,954 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:20,954 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:20,954 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:21,054 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:21,054 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:21,054 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:21,154 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:21,154 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:21,154 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:21,254 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:21,254 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:21,254 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:21,354 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:21,354 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:21,354 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:21,454 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:21,454 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:21,454 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:21,555 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:21,555 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:21,555 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:21,655 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:21,655 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:21,655 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:21,755 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:21,755 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:21,755 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:21,855 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:21,855 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:21,855 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:21,955 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:21,955 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:21,955 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:22,055 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:22,055 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:22,055 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:22,156 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:22,156 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:22,156 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:22,256 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:22,256 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:22,256 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:22,356 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:22,356 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:22,356 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:22,456 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:22,456 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:22,456 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:22,556 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:22,556 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:22,557 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:22,657 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:22,657 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:22,657 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:22,757 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:22,757 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:22,757 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:22,857 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:22,857 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:22,857 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:22,957 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:22,957 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:22,957 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:23,057 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:23,057 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:23,057 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:23,157 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:23,157 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:23,157 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:23,258 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:23,258 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:23,258 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:23,358 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:23,358 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:23,358 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:23,458 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:23,458 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:23,458 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:23,558 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:23,558 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:23,558 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:23,658 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:23,658 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:23,658 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:23,758 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:23,758 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:23,758 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:23,859 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:23,859 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:23,859 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:23,959 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:23,959 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:23,959 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:24,059 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:24,059 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:24,059 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:24,159 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:24,159 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:24,159 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:24,259 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:24,259 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:24,259 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:24,359 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:24,359 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:24,359 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:24,459 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:24,460 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:24,460 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:24,560 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:24,560 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:24,560 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:24,660 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:24,660 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:24,660 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:24,760 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:24,760 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:24,760 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:24,860 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:24,860 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:24,860 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:24,960 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:24,960 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:24,960 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:25,060 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:25,060 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:25,060 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:25,161 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:25,161 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:25,161 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:25,261 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:25,261 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:25,261 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:25,361 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:25,361 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:25,361 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:25,461 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:25,461 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:25,461 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:25,561 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:25,561 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:25,561 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:25,661 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:25,661 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:25,661 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:25,761 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:25,761 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:25,761 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:13:25,862 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:13:25,862 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:13:25,862 [main][[]] rohit.B.ClazzB - ClazzB do
