 INFO 2019-03-19T12:09:37,640 [main][[]] rohit.MainApp - MainApp started
 INFO 2019-03-19T12:09:38,551 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:38,551 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:38,551 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:38,652 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:38,652 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:38,652 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:38,752 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:38,753 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:38,753 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:38,853 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:38,853 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:38,853 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:38,953 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:38,954 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:38,954 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:39,054 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:39,054 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:39,054 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:39,155 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:39,155 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:39,155 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:39,255 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:39,256 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:39,256 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:39,356 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:39,356 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:39,356 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:39,457 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:39,457 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:39,457 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:39,557 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:39,558 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:39,558 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:39,658 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:39,658 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:39,658 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:39,759 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:39,759 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:39,759 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:39,859 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:39,859 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:39,859 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:39,960 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:39,960 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:39,960 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:40,060 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:40,060 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:40,060 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:40,161 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:40,161 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:40,161 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:40,261 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:40,261 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:40,261 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:40,362 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:40,362 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:40,362 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:40,462 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:40,462 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:40,462 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:40,563 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:40,563 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:40,563 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:40,663 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:40,663 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:40,663 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:40,764 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:40,764 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:40,764 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:40,864 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:40,864 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:40,865 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:40,965 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:40,965 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:40,965 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:41,065 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:41,066 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:41,066 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:41,166 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:41,166 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:41,166 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:41,266 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:41,267 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:41,267 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:41,367 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:41,367 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:41,367 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:41,468 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:41,468 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:41,468 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:41,568 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:41,569 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:41,569 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:41,669 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:41,669 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:41,669 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:41,769 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:41,770 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:41,770 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:41,870 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:41,871 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:41,871 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:41,971 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:41,971 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:41,971 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:42,071 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:42,071 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:42,071 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:42,172 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:42,172 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:42,172 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:42,272 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:42,272 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:42,272 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:42,373 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:42,373 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:42,373 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:42,473 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:42,473 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:42,473 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:42,574 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:42,574 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:42,574 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:42,674 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:42,674 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:42,674 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:42,774 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:42,775 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:42,775 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:42,875 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:42,875 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:42,875 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:42,975 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:42,976 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:42,976 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:43,076 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:43,076 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:43,076 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:43,176 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:43,177 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:43,177 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:43,277 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:43,277 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:43,277 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:43,377 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:43,378 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:43,378 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:43,478 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:43,478 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:43,478 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:43,578 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:43,579 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:43,579 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:43,679 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:43,679 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:43,679 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:43,779 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:43,780 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:43,780 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:43,880 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:43,880 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:43,880 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:43,981 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:43,981 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:43,981 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:44,081 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:44,081 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:44,081 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:44,182 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:44,182 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:44,182 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:44,282 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:44,282 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:44,282 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:44,383 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:44,383 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:44,383 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:44,483 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:44,483 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:44,483 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:44,584 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:44,584 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:44,584 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:44,684 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:44,684 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:44,684 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:44,784 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:44,785 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:44,785 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:44,885 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:44,885 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:44,885 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:44,985 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:44,986 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:44,986 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:45,086 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:45,086 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:45,086 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:45,186 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:45,186 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:45,187 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:45,287 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:45,287 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:45,287 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:45,387 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:45,387 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:45,387 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:45,488 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:45,488 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:45,488 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:45,588 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:45,588 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:45,588 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:45,689 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:45,689 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:45,689 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:45,789 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:45,790 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:45,790 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:45,890 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:45,890 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:45,890 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:45,990 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:45,991 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:45,991 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:46,091 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:46,091 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:46,091 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:46,192 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:46,192 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:46,192 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:46,292 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:46,292 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:46,292 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:46,393 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:46,393 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:46,393 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:46,493 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:46,493 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:46,493 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:46,593 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:46,594 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:46,594 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:46,694 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:46,694 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:46,694 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:46,794 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:46,794 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:46,795 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:46,895 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:46,895 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:46,895 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:46,995 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:46,995 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:46,996 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:47,096 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:47,096 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:47,096 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:47,196 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:47,196 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:47,196 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:47,296 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:47,297 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:47,297 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:47,397 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:47,397 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:47,397 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:47,497 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
 INFO 2019-03-19T12:09:47,497 [main][[]] rohit.A.ClazzA - ClazzA do
 INFO 2019-03-19T12:09:47,497 [main][[]] rohit.B.ClazzB - ClazzB do
 INFO 2019-03-19T12:09:47,598 [main][[]] rohit.MainApp - MainApp: Rolling file appender example...
